Date,Hour,Station,CO,FSP,NO2,NOX,O3,RSP,SO2
24/4/2020,3,Tap Mun,71,4,7,9,45,6,1
24/4/2020,4,Tap Mun,69,3,10,11,44,6,2
24/4/2020,5,Tap Mun,67,5,11,12,45,9,2
24/4/2020,6,Tap Mun,65,7,N.A.,N.A.,48,9,1
24/4/2020,7,Tap Mun,63,6,12,13,51,8,1
24/4/2020,8,Tap Mun,62,2,12,14,54,5,1
24/4/2020,9,Tap Mun,59,4,12,14,57,6,1
24/4/2020,10,Tap Mun,63,5,17,19,48,8,2
24/4/2020,11,Tap Mun,64,6,18,21,48,11,2
24/4/2020,12,Tap Mun,64,10,17,20,58,18,2
24/4/2020,13,Tap Mun,63,14,10,15,76,22,2
24/4/2020,14,Tap Mun,62,17,9,13,84,24,2
24/4/2020,15,Tap Mun,63,13,10,14,79,20,2
24/4/2020,16,Tap Mun,62,15,11,14,79,22,2
24/4/2020,17,Tap Mun,62,22,15,20,78,31,2
24/4/2020,18,Tap Mun,61,20,16,19,75,27,2
24/4/2020,19,Tap Mun,63,19,20,22,69,26,2
24/4/2020,20,Tap Mun,63,23,18,20,63,29,2
24/4/2020,21,Tap Mun,64,25,17,19,55,31,2
24/4/2020,22,Tap Mun,64,22,18,21,48,29,2
24/4/2020,23,Tap Mun,64,23,16,18,45,30,2
24/4/2020,24,Tap Mun,64,20,15,18,42,27,2
25/4/2020,1,Tap Mun,63,19,11,14,41,26,2
25/4/2020,2,Tap Mun,64,15,12,15,41,24,2
25/4/2020,3,Tap Mun,64,14,17,20,35,24,2
25/4/2020,4,Tap Mun,64,15,11,14,37,20,2
25/4/2020,5,Tap Mun,65,13,12,15,33,17,2
25/4/2020,6,Tap Mun,63,14,11,14,35,17,1
25/4/2020,7,Tap Mun,62,14,11,13,39,16,2
25/4/2020,8,Tap Mun,60,12,9,12,44,15,2
25/4/2020,9,Tap Mun,59,10,10,15,48,14,2
25/4/2020,10,Tap Mun,59,11,9,13,60,14,2
25/4/2020,11,Tap Mun,62,13,14,19,66,19,2
25/4/2020,12,Tap Mun,63,16,13,17,75,22,2
25/4/2020,13,Tap Mun,64,17,15,20,87,25,2
25/4/2020,14,Tap Mun,63,22,14,18,104,32,2
25/4/2020,15,Tap Mun,64,16,10,13,124,24,2
25/4/2020,16,Tap Mun,65,16,8,11,124,22,2
25/4/2020,17,Tap Mun,64,15,7,10,124,21,2
25/4/2020,18,Tap Mun,63,18,7,10,118,25,2
25/4/2020,19,Tap Mun,64,11,5,7,58,17,1
25/4/2020,20,Tap Mun,64,11,5,8,52,14,2
25/4/2020,21,Tap Mun,67,13,6,9,48,18,1
25/4/2020,22,Tap Mun,66,12,8,10,51,17,1
25/4/2020,23,Tap Mun,68,15,10,13,47,20,1
25/4/2020,24,Tap Mun,75,16,28,32,45,21,2
26/4/2020,1,Tap Mun,N.A.,31,N.A.,N.A.,N.A.,42,N.A.
26/4/2020,2,Tap Mun,78,35,32,34,32,49,2
26/4/2020,3,Tap Mun,80,38,32,35,25,53,2
26/4/2020,4,Tap Mun,80,43,29,32,30,60,2
26/4/2020,5,Tap Mun,78,41,22,24,26,55,2
26/4/2020,6,Tap Mun,78,40,18,21,19,51,2
26/4/2020,7,Tap Mun,80,37,20,23,25,48,2
26/4/2020,8,Tap Mun,82,40,19,23,27,48,2
26/4/2020,9,Tap Mun,87,49,24,29,62,60,2
26/4/2020,10,Tap Mun,95,64,36,42,104,82,4
26/4/2020,11,Tap Mun,92,75,29,32,176,97,5
26/4/2020,12,Tap Mun,86,76,28,31,223,100,4
26/4/2020,13,Tap Mun,78,66,18,20,226,89,3
26/4/2020,14,Tap Mun,76,51,14,17,216,72,2
26/4/2020,15,Tap Mun,78,46,20,23,233,63,2
26/4/2020,16,Tap Mun,75,46,15,17,201,64,2
26/4/2020,17,Tap Mun,67,33,9,11,159,46,2
26/4/2020,18,Tap Mun,67,22,12,14,160,30,2
26/4/2020,19,Tap Mun,66,24,12,14,139,32,2
26/4/2020,20,Tap Mun,69,24,19,21,138,30,2
26/4/2020,21,Tap Mun,75,27,19,22,158,34,2
26/4/2020,22,Tap Mun,78,36,16,19,132,44,2
26/4/2020,23,Tap Mun,78,37,13,15,92,44,2
26/4/2020,24,Tap Mun,78,37,13,16,85,44,1
27/4/2020,1,Tap Mun,79,41,11,14,75,46,2
27/4/2020,2,Tap Mun,78,43,11,13,75,49,2
27/4/2020,3,Tap Mun,79,43,10,12,68,48,2
27/4/2020,4,Tap Mun,80,42,10,12,63,48,2
27/4/2020,5,Tap Mun,78,41,10,12,61,48,2
27/4/2020,6,Tap Mun,78,41,10,13,56,50,2
27/4/2020,7,Tap Mun,81,38,12,14,49,47,2
27/4/2020,8,Tap Mun,79,38,23,28,42,45,2
27/4/2020,9,Tap Mun,79,41,28,34,80,51,2
27/4/2020,10,Tap Mun,71,36,19,21,121,46,2
27/4/2020,11,Tap Mun,67,29,13,15,139,38,2
27/4/2020,12,Tap Mun,61,25,7,8,163,36,2
27/4/2020,13,Tap Mun,55,23,4,6,173,35,2
27/4/2020,14,Tap Mun,49,18,3,5,170,27,2
27/4/2020,15,Tap Mun,50,16,9,11,171,24,2
27/4/2020,16,Tap Mun,47,14,7,9,175,23,2
27/4/2020,17,Tap Mun,47,16,6,7,177,27,2
27/4/2020,18,Tap Mun,47,16,7,9,170,27,2
27/4/2020,19,Tap Mun,47,17,7,8,157,27,2
27/4/2020,20,Tap Mun,48,17,9,11,128,26,2
27/4/2020,21,Tap Mun,49,17,8,10,120,23,2
27/4/2020,22,Tap Mun,49,18,10,12,119,23,2
27/4/2020,23,Tap Mun,51,17,10,11,106,22,2
27/4/2020,24,Tap Mun,51,18,11,11,92,22,2
28/4/2020,1,Tap Mun,N.A.,18,N.A.,N.A.,N.A.,22,N.A.
28/4/2020,2,Tap Mun,52,19,12,13,N.A.,23,2
28/4/2020,3,Tap Mun,51,19,10,12,N.A.,22,2
28/4/2020,4,Tap Mun,49,17,8,8,N.A.,21,2
28/4/2020,5,Tap Mun,50,20,8,9,N.A.,26,2
28/4/2020,6,Tap Mun,49,19,8,8,N.A.,24,2
28/4/2020,7,Tap Mun,50,14,7,8,N.A.,20,2
28/4/2020,8,Tap Mun,51,11,9,11,N.A.,20,2
28/4/2020,9,Tap Mun,47,10,11,12,N.A.,21,2
28/4/2020,10,Tap Mun,49,12,18,21,N.A.,25,2
28/4/2020,11,Tap Mun,50,15,15,18,N.A.,32,3
28/4/2020,12,Tap Mun,51,20,8,9,N.A.,40,2
28/4/2020,13,Tap Mun,49,20,6,7,N.A.,41,2
28/4/2020,14,Tap Mun,46,15,7,9,N.A.,38,2
28/4/2020,15,Tap Mun,46,16,7,8,N.A.,42,2
28/4/2020,16,Tap Mun,44,16,5,6,N.A.,42,2
28/4/2020,17,Tap Mun,45,16,3,4,152,42,2
28/4/2020,18,Tap Mun,44,17,5,6,150,43,2
28/4/2020,19,Tap Mun,43,17,4,5,142,43,2
28/4/2020,20,Tap Mun,44,14,5,6,134,41,2
28/4/2020,21,Tap Mun,43,14,6,7,130,41,2
28/4/2020,22,Tap Mun,44,15,4,4,129,43,2
28/4/2020,23,Tap Mun,43,15,4,4,131,42,2
28/4/2020,24,Tap Mun,46,17,3,3,132,44,2
29/4/2020,1,Tap Mun,43,16,5,6,131,44,2
29/4/2020,2,Tap Mun,42,16,3,4,128,44,2
29/4/2020,3,Tap Mun,41,17,3,3,125,43,2
29/4/2020,4,Tap Mun,43,14,3,3,126,39,2
29/4/2020,5,Tap Mun,44,15,3,3,121,39,1
29/4/2020,6,Tap Mun,42,17,3,3,119,40,1
29/4/2020,7,Tap Mun,43,15,3,4,115,35,1
29/4/2020,8,Tap Mun,43,12,3,3,119,30,1
29/4/2020,9,Tap Mun,42,13,3,4,119,34,1
29/4/2020,10,Tap Mun,44,14,3,4,123,35,2
29/4/2020,11,Tap Mun,43,15,2,3,128,34,1
29/4/2020,12,Tap Mun,44,16,2,4,134,36,2
29/4/2020,13,Tap Mun,46,17,3,4,137,40,2
29/4/2020,14,Tap Mun,46,21,3,4,141,42,2
29/4/2020,15,Tap Mun,46,21,6,7,149,43,2
29/4/2020,16,Tap Mun,47,22,4,4,149,44,2
29/4/2020,17,Tap Mun,48,25,10,12,149,50,2
29/4/2020,18,Tap Mun,46,23,8,9,154,50,2
29/4/2020,19,Tap Mun,45,20,6,7,144,43,2
29/4/2020,20,Tap Mun,46,19,11,13,124,40,2
29/4/2020,21,Tap Mun,46,19,14,15,92,36,2
29/4/2020,22,Tap Mun,46,18,9,10,72,31,2
29/4/2020,23,Tap Mun,52,20,8,9,59,30,2
29/4/2020,24,Tap Mun,48,20,5,7,62,28,1
30/4/2020,1,Tap Mun,N.A.,14,N.A.,N.A.,N.A.,22,N.A.
30/4/2020,2,Tap Mun,46,11,5,6,55,19,2
30/4/2020,3,Tap Mun,44,12,6,7,49,19,2
30/4/2020,4,Tap Mun,45,10,7,8,44,17,1
30/4/2020,5,Tap Mun,46,12,6,7,52,20,1
30/4/2020,6,Tap Mun,46,16,4,6,50,22,1
30/4/2020,7,Tap Mun,48,9,5,7,48,16,1
30/4/2020,8,Tap Mun,51,16,7,9,62,24,2
30/4/2020,9,Tap Mun,50,18,12,14,90,33,2
30/4/2020,10,Tap Mun,47,18,9,10,113,38,2
30/4/2020,11,Tap Mun,48,20,5,6,133,39,2
30/4/2020,12,Tap Mun,45,19,2,4,127,35,2
30/4/2020,13,Tap Mun,44,16,2,3,118,31,2
30/4/2020,14,Tap Mun,45,18,2,3,121,33,2
30/4/2020,15,Tap Mun,46,15,6,8,114,31,2
30/4/2020,16,Tap Mun,47,12,5,7,118,27,2
30/4/2020,17,Tap Mun,49,18,11,13,122,34,2
30/4/2020,18,Tap Mun,49,19,3,4,126,36,2
30/4/2020,19,Tap Mun,47,20,3,4,116,35,2
30/4/2020,20,Tap Mun,47,17,6,6,107,31,2
30/4/2020,21,Tap Mun,51,16,7,8,74,28,2
30/4/2020,22,Tap Mun,47,16,6,7,53,24,2
30/4/2020,23,Tap Mun,N.A.,15,6,7,55,23,2
30/4/2020,24,Tap Mun,47,15,4,6,49,22,2
1/5/2020,1,Tap Mun,46,12,3,3,45,17,2
1/5/2020,2,Tap Mun,44,9,2,3,45,14,2
1/5/2020,3,Tap Mun,45,11,2,3,37,15,2
1/5/2020,4,Tap Mun,44,10,5,7,25,15,2
1/5/2020,5,Tap Mun,44,7,6,7,25,12,1
1/5/2020,6,Tap Mun,47,10,13,15,14,15,2
1/5/2020,7,Tap Mun,50,13,9,11,22,17,1
1/5/2020,8,Tap Mun,51,13,13,16,31,18,2
1/5/2020,9,Tap Mun,51,14,18,24,39,23,2
1/5/2020,10,Tap Mun,N.A.,16,8,11,67,28,2
1/5/2020,11,Tap Mun,N.A.,15,3,5,85,26,2
1/5/2020,12,Tap Mun,N.A.,13,3,5,94,23,2
1/5/2020,13,Tap Mun,N.A.,16,4,6,96,26,2
1/5/2020,14,Tap Mun,N.A.,14,3,4,94,24,2
1/5/2020,15,Tap Mun,N.A.,14,2,2,92,25,2
1/5/2020,16,Tap Mun,N.A.,14,N.A.,N.A.,N.A.,26,N.A.
1/5/2020,17,Tap Mun,49,17,2,4,97,31,2
1/5/2020,18,Tap Mun,47,16,4,6,96,28,2
1/5/2020,19,Tap Mun,49,16,8,9,88,26,2
1/5/2020,20,Tap Mun,48,18,9,10,83,27,2
1/5/2020,21,Tap Mun,49,16,7,8,84,24,2
1/5/2020,22,Tap Mun,48,14,6,7,79,22,2
1/5/2020,23,Tap Mun,47,16,6,7,64,22,2
1/5/2020,24,Tap Mun,46,16,8,9,55,21,2
2/5/2020,1,Tap Mun,N.A.,18,N.A.,N.A.,N.A.,23,N.A.
2/5/2020,2,Tap Mun,47,15,9,10,69,21,2
2/5/2020,3,Tap Mun,47,14,4,6,48,18,2
2/5/2020,4,Tap Mun,47,15,4,5,47,19,2
2/5/2020,5,Tap Mun,47,18,4,5,36,21,1
2/5/2020,6,Tap Mun,47,19,4,5,41,23,2
2/5/2020,7,Tap Mun,48,17,4,6,32,22,2
2/5/2020,8,Tap Mun,51,18,4,5,58,23,2
2/5/2020,9,Tap Mun,48,16,7,9,76,21,2
2/5/2020,10,Tap Mun,50,20,2,3,101,27,2
2/5/2020,11,Tap Mun,49,20,2,2,98,28,2
2/5/2020,12,Tap Mun,48,18,1,2,93,27,2
2/5/2020,13,Tap Mun,47,13,1,2,87,22,2
2/5/2020,14,Tap Mun,45,14,6,8,84,22,2
2/5/2020,15,Tap Mun,44,14,9,12,74,21,2
2/5/2020,16,Tap Mun,46,13,3,4,83,21,2
2/5/2020,17,Tap Mun,45,14,4,7,74,21,2
2/5/2020,18,Tap Mun,45,10,8,10,63,17,2
2/5/2020,19,Tap Mun,45,10,12,14,50,17,2
2/5/2020,20,Tap Mun,45,11,18,20,46,17,2
2/5/2020,21,Tap Mun,50,11,22,24,29,16,2
2/5/2020,22,Tap Mun,51,12,21,23,20,17,2
2/5/2020,23,Tap Mun,52,12,21,23,13,16,2
2/5/2020,24,Tap Mun,47,11,24,26,11,16,2
3/5/2020,1,Tap Mun,49,8,25,27,6,11,2
3/5/2020,2,Tap Mun,50,9,24,26,6,12,2
3/5/2020,3,Tap Mun,48,10,20,22,6,13,2
3/5/2020,4,Tap Mun,50,10,15,16,7,13,2
3/5/2020,5,Tap Mun,48,10,11,13,9,13,2
3/5/2020,6,Tap Mun,48,9,9,11,11,12,1
3/5/2020,7,Tap Mun,47,8,9,12,13,11,2
3/5/2020,8,Tap Mun,48,8,9,14,27,10,2
3/5/2020,9,Tap Mun,50,12,12,20,34,15,2
3/5/2020,10,Tap Mun,50,13,12,20,41,18,2
3/5/2020,11,Tap Mun,47,10,9,14,52,15,2
3/5/2020,12,Tap Mun,48,12,7,10,69,15,2
3/5/2020,13,Tap Mun,50,14,8,11,79,17,2
3/5/2020,14,Tap Mun,51,10,6,8,102,16,2
3/5/2020,15,Tap Mun,50,10,8,10,107,18,2
3/5/2020,16,Tap Mun,50,10,6,8,109,19,2
3/5/2020,17,Tap Mun,51,13,9,11,104,24,2
3/5/2020,18,Tap Mun,53,11,16,18,88,22,2
3/5/2020,19,Tap Mun,59,14,25,27,72,24,2
3/5/2020,20,Tap Mun,57,13,23,25,60,21,2
3/5/2020,21,Tap Mun,56,12,30,32,35,20,2
3/5/2020,22,Tap Mun,53,12,25,27,25,20,2
3/5/2020,23,Tap Mun,51,10,26,28,18,15,2
3/5/2020,24,Tap Mun,49,13,22,24,18,17,2
4/5/2020,1,Tap Mun,N.A.,11,N.A.,N.A.,N.A.,14,N.A.
4/5/2020,2,Tap Mun,46,11,16,18,11,14,2
4/5/2020,3,Tap Mun,47,11,23,25,11,15,2
4/5/2020,4,Tap Mun,46,8,9,10,13,12,2
4/5/2020,5,Tap Mun,44,7,5,7,9,9,2
4/5/2020,6,Tap Mun,43,7,5,7,8,8,2
4/5/2020,7,Tap Mun,47,6,7,10,10,8,1
4/5/2020,8,Tap Mun,49,8,9,14,21,10,2
4/5/2020,9,Tap Mun,46,7,10,17,27,9,2
4/5/2020,10,Tap Mun,47,7,14,28,25,10,2
4/5/2020,11,Tap Mun,48,6,12,20,40,11,2
4/5/2020,12,Tap Mun,49,14,18,32,37,21,2
4/5/2020,13,Tap Mun,48,11,8,11,70,16,2
4/5/2020,14,Tap Mun,48,9,9,11,72,15,2
4/5/2020,15,Tap Mun,49,11,10,12,84,16,2
4/5/2020,16,Tap Mun,49,11,13,16,66,17,2
4/5/2020,17,Tap Mun,46,10,13,17,49,16,2
4/5/2020,18,Tap Mun,43,10,15,19,32,14,2
4/5/2020,19,Tap Mun,42,7,18,21,22,10,2
4/5/2020,20,Tap Mun,43,5,16,18,24,8,2
4/5/2020,21,Tap Mun,41,7,16,18,20,10,2
4/5/2020,22,Tap Mun,41,6,18,19,11,9,2
4/5/2020,23,Tap Mun,43,7,15,17,9,8,2
4/5/2020,24,Tap Mun,44,5,17,18,5,6,1
5/5/2020,1,Tap Mun,42,4,13,15,6,5,2
5/5/2020,2,Tap Mun,42,6,13,15,10,7,2
5/5/2020,3,Tap Mun,44,3,16,18,8,4,2
5/5/2020,4,Tap Mun,42,5,9,11,11,6,2
5/5/2020,5,Tap Mun,41,5,6,8,10,6,1
5/5/2020,6,Tap Mun,39,6,5,7,8,7,1
5/5/2020,7,Tap Mun,43,6,4,7,8,7,1
5/5/2020,8,Tap Mun,41,4,4,8,21,5,1
5/5/2020,9,Tap Mun,42,5,7,12,30,6,1
5/5/2020,10,Tap Mun,42,6,9,13,37,8,2
5/5/2020,11,Tap Mun,42,7,8,12,44,7,1
5/5/2020,12,Tap Mun,41,6,5,7,59,9,1
5/5/2020,13,Tap Mun,42,8,3,5,66,11,1
5/5/2020,14,Tap Mun,41,6,3,4,63,8,2
5/5/2020,15,Tap Mun,41,7,4,6,62,9,1
5/5/2020,16,Tap Mun,41,8,3,5,59,11,1
5/5/2020,17,Tap Mun,42,7,5,8,52,10,1
5/5/2020,18,Tap Mun,40,5,3,5,50,8,1
5/5/2020,19,Tap Mun,42,6,4,6,44,8,1
5/5/2020,20,Tap Mun,43,7,12,14,36,9,1
5/5/2020,21,Tap Mun,41,7,6,7,37,8,1
5/5/2020,22,Tap Mun,44,9,7,7,33,10,2
5/5/2020,23,Tap Mun,43,9,3,4,34,11,1
5/5/2020,24,Tap Mun,40,7,2,3,30,9,2
6/5/2020,1,Tap Mun,N.A.,4,N.A.,N.A.,N.A.,5,N.A.
6/5/2020,2,Tap Mun,N.A.,4,N.A.,N.A.,N.A.,3,N.A.
6/5/2020,3,Tap Mun,42,4,6,7,25,5,2
6/5/2020,4,Tap Mun,46,4,8,10,18,6,2
6/5/2020,5,Tap Mun,44,6,5,6,10,7,1
6/5/2020,6,Tap Mun,41,5,2,3,11,6,1
6/5/2020,7,Tap Mun,41,4,3,5,14,5,2
6/5/2020,8,Tap Mun,44,7,15,27,14,8,2
6/5/2020,9,Tap Mun,42,11,16,31,18,14,2
6/5/2020,10,Tap Mun,44,9,17,28,46,13,2
6/5/2020,11,Tap Mun,46,9,8,11,48,13,2
6/5/2020,12,Tap Mun,45,4,6,9,40,7,2
6/5/2020,13,Tap Mun,N.A.,8,N.A.,N.A.,N.A.,12,N.A.
6/5/2020,14,Tap Mun,52,8,7,9,49,11,2
6/5/2020,15,Tap Mun,51,8,4,6,51,10,2
6/5/2020,16,Tap Mun,51,7,8,11,44,9,2
6/5/2020,17,Tap Mun,49,5,8,12,42,7,2
6/5/2020,18,Tap Mun,48,6,9,12,38,9,2
6/5/2020,19,Tap Mun,47,7,9,11,33,10,2
6/5/2020,20,Tap Mun,45,6,8,10,30,7,2
6/5/2020,21,Tap Mun,46,5,7,9,35,8,1
6/5/2020,22,Tap Mun,45,7,4,5,34,9,1
6/5/2020,23,Tap Mun,44,7,4,5,31,8,2
6/5/2020,24,Tap Mun,42,4,4,5,29,4,1
7/5/2020,1,Tap Mun,42,5,4,6,27,6,1
7/5/2020,2,Tap Mun,43,7,4,6,27,8,2
7/5/2020,3,Tap Mun,42,5,9,11,24,6,1
7/5/2020,4,Tap Mun,41,6,9,11,25,9,1
7/5/2020,5,Tap Mun,41,5,9,10,28,6,2
7/5/2020,6,Tap Mun,44,7,8,9,29,8,1
7/5/2020,7,Tap Mun,43,5,6,8,30,6,1
7/5/2020,8,Tap Mun,44,7,5,7,33,9,2
7/5/2020,9,Tap Mun,42,6,3,6,35,9,2
7/5/2020,10,Tap Mun,43,6,7,11,34,8,2
7/5/2020,11,Tap Mun,43,6,6,10,36,8,2
7/5/2020,12,Tap Mun,43,6,5,8,44,8,2
7/5/2020,13,Tap Mun,40,7,4,6,54,9,2
7/5/2020,14,Tap Mun,40,6,1,2,55,7,2
7/5/2020,15,Tap Mun,41,5,0,2,56,7,2
7/5/2020,16,Tap Mun,44,5,1,3,52,7,2
7/5/2020,17,Tap Mun,42,5,1,3,52,6,2
7/5/2020,18,Tap Mun,41,5,2,4,49,7,2
7/5/2020,19,Tap Mun,40,4,2,3,43,6,2
7/5/2020,20,Tap Mun,41,6,1,3,39,7,1
7/5/2020,21,Tap Mun,41,5,2,4,37,6,1
7/5/2020,22,Tap Mun,40,4,1,3,35,5,2
7/5/2020,23,Tap Mun,39,6,1,2,36,7,2
7/5/2020,24,Tap Mun,40,5,2,3,33,6,1
8/5/2020,1,Tap Mun,N.A.,3,N.A.,N.A.,N.A.,3,N.A.
8/5/2020,2,Tap Mun,41,3,3,4,32,5,2
8/5/2020,3,Tap Mun,39,6,3,3,32,7,1
8/5/2020,4,Tap Mun,39,7,5,7,29,8,2
8/5/2020,5,Tap Mun,41,5,4,5,28,6,2
8/5/2020,6,Tap Mun,41,7,4,6,28,7,1
8/5/2020,7,Tap Mun,42,7,7,8,27,9,2
8/5/2020,8,Tap Mun,40,2,5,7,29,4,2
8/5/2020,9,Tap Mun,40,1,2,4,31,2,1
8/5/2020,10,Tap Mun,41,3,1,3,33,3,2
8/5/2020,11,Tap Mun,40,4,1,3,40,5,2
8/5/2020,12,Tap Mun,40,4,0,2,45,5,2
8/5/2020,13,Tap Mun,41,3,0,1,45,5,1
8/5/2020,14,Tap Mun,43,5,0,1,49,6,2
8/5/2020,15,Tap Mun,44,4,N.A.,N.A.,48,6,2
8/5/2020,16,Tap Mun,N.A.,3,N.A.,N.A.,N.A.,4,N.A.
8/5/2020,17,Tap Mun,45,5,N.A.,N.A.,42,6,2
8/5/2020,18,Tap Mun,46,3,0,2,40,4,2
8/5/2020,19,Tap Mun,44,3,0,1,38,5,2
8/5/2020,20,Tap Mun,45,4,1,2,36,5,2
8/5/2020,21,Tap Mun,45,2,1,3,33,3,1
8/5/2020,22,Tap Mun,44,4,1,3,32,5,2
8/5/2020,23,Tap Mun,42,3,1,2,31,5,1
8/5/2020,24,Tap Mun,42,2,N.A.,N.A.,29,4,1
9/5/2020,1,Tap Mun,45,1,N.A.,N.A.,28,2,1
9/5/2020,2,Tap Mun,44,3,1,2,28,4,2
9/5/2020,3,Tap Mun,44,2,2,3,21,3,2
9/5/2020,4,Tap Mun,47,3,1,3,14,2,2
9/5/2020,5,Tap Mun,45,3,2,3,10,3,1
9/5/2020,6,Tap Mun,45,4,3,5,14,3,1
9/5/2020,7,Tap Mun,47,3,1,3,15,3,1
9/5/2020,8,Tap Mun,47,4,1,3,22,4,2
9/5/2020,9,Tap Mun,46,3,2,4,28,2,1
9/5/2020,10,Tap Mun,45,2,6,8,25,2,2
9/5/2020,11,Tap Mun,46,3,9,16,24,6,2
9/5/2020,12,Tap Mun,48,5,6,12,31,8,2
9/5/2020,13,Tap Mun,44,5,3,5,39,8,1
9/5/2020,14,Tap Mun,45,3,3,5,48,5,1
9/5/2020,15,Tap Mun,46,4,0,2,50,5,2
9/5/2020,16,Tap Mun,46,6,3,6,40,9,2
9/5/2020,17,Tap Mun,46,5,7,9,36,8,1
9/5/2020,18,Tap Mun,44,5,4,6,38,7,2
9/5/2020,19,Tap Mun,43,5,N.A.,N.A.,41,8,1
9/5/2020,20,Tap Mun,42,3,1,2,42,5,2
9/5/2020,21,Tap Mun,41,5,0,2,37,6,1
9/5/2020,22,Tap Mun,42,4,0,1,34,5,1
9/5/2020,23,Tap Mun,43,3,2,3,28,5,2
9/5/2020,24,Tap Mun,41,4,2,3,29,6,1
10/5/2020,1,Tap Mun,N.A.,2,N.A.,N.A.,N.A.,4,N.A.
10/5/2020,2,Tap Mun,45,5,8,10,18,5,2
10/5/2020,3,Tap Mun,45,5,6,8,17,5,2
10/5/2020,4,Tap Mun,46,3,2,4,10,3,2
10/5/2020,5,Tap Mun,45,2,1,3,16,2,1
10/5/2020,6,Tap Mun,45,3,1,3,20,5,1
10/5/2020,7,Tap Mun,46,3,2,4,16,3,1
10/5/2020,8,Tap Mun,47,4,1,4,27,4,2
10/5/2020,9,Tap Mun,44,2,3,8,27,3,2
10/5/2020,10,Tap Mun,47,4,4,9,33,5,2
10/5/2020,11,Tap Mun,45,4,5,11,35,6,2
10/5/2020,12,Tap Mun,42,5,3,8,48,7,2
10/5/2020,13,Tap Mun,47,5,1,2,74,6,2
10/5/2020,14,Tap Mun,47,8,0,2,99,10,2
10/5/2020,15,Tap Mun,48,8,N.A.,N.A.,100,10,2
10/5/2020,16,Tap Mun,47,5,2,4,83,10,2
10/5/2020,17,Tap Mun,47,6,6,9,68,9,2
10/5/2020,18,Tap Mun,48,N.A.,3,4,87,N.A.,1
10/5/2020,19,Tap Mun,50,N.A.,4,5,72,N.A.,2
10/5/2020,20,Tap Mun,48,6,3,4,72,12,2
10/5/2020,21,Tap Mun,48,2,4,6,64,6,1
10/5/2020,22,Tap Mun,49,5,4,6,36,10,1
10/5/2020,23,Tap Mun,51,8,8,9,37,16,1
10/5/2020,24,Tap Mun,54,8,10,12,24,16,2
11/5/2020,1,Tap Mun,53,4,9,11,19,14,1
11/5/2020,2,Tap Mun,54,8,12,14,20,21,2
11/5/2020,3,Tap Mun,54,7,12,14,18,19,2
11/5/2020,4,Tap Mun,62,8,18,20,16,21,2
11/5/2020,5,Tap Mun,61,9,15,17,12,22,2
11/5/2020,6,Tap Mun,64,11,28,30,15,24,2
11/5/2020,7,Tap Mun,63,12,18,21,17,23,2
11/5/2020,8,Tap Mun,62,10,12,17,28,19,2
11/5/2020,9,Tap Mun,61,11,16,23,40,19,2
11/5/2020,10,Tap Mun,56,9,11,14,67,15,2
11/5/2020,11,Tap Mun,53,11,8,11,92,14,2
11/5/2020,12,Tap Mun,61,14,15,19,126,20,2
11/5/2020,13,Tap Mun,60,22,5,7,146,33,2
11/5/2020,14,Tap Mun,52,17,0,2,124,29,2
11/5/2020,15,Tap Mun,53,12,1,2,134,23,2
11/5/2020,16,Tap Mun,52,16,N.A.,N.A.,139,26,2
11/5/2020,17,Tap Mun,51,14,0,0,129,23,2
11/5/2020,18,Tap Mun,51,13,1,2,126,21,2
11/5/2020,19,Tap Mun,51,12,3,4,121,22,2
11/5/2020,20,Tap Mun,51,13,12,13,107,22,2
11/5/2020,21,Tap Mun,50,14,11,13,97,21,2
11/5/2020,22,Tap Mun,53,14,4,5,74,20,2
11/5/2020,23,Tap Mun,51,8,2,3,109,18,2
11/5/2020,24,Tap Mun,50,4,2,3,94,12,2
12/5/2020,1,Tap Mun,N.A.,2,N.A.,N.A.,N.A.,7,N.A.
12/5/2020,2,Tap Mun,52,2,7,8,56,7,2
12/5/2020,3,Tap Mun,52,2,4,5,57,10,2
12/5/2020,4,Tap Mun,57,6,11,13,61,12,1
12/5/2020,5,Tap Mun,60,9,16,18,46,11,2
12/5/2020,6,Tap Mun,61,8,13,15,31,14,2
12/5/2020,7,Tap Mun,62,8,10,12,25,19,2
12/5/2020,8,Tap Mun,64,13,11,14,36,21,2
12/5/2020,9,Tap Mun,66,12,7,9,38,17,2
12/5/2020,10,Tap Mun,65,11,9,11,68,13,2
12/5/2020,11,Tap Mun,63,17,7,9,109,19,2
12/5/2020,12,Tap Mun,62,16,3,5,127,18,2
12/5/2020,13,Tap Mun,64,14,1,3,132,16,2
12/5/2020,14,Tap Mun,68,15,4,6,136,18,2
12/5/2020,15,Tap Mun,68,19,5,7,159,26,2
12/5/2020,16,Tap Mun,65,16,6,8,168,19,2
12/5/2020,17,Tap Mun,71,21,6,7,159,26,2
12/5/2020,18,Tap Mun,66,21,6,7,156,26,2
12/5/2020,19,Tap Mun,64,18,6,7,149,22,2
12/5/2020,20,Tap Mun,66,13,5,6,110,17,2
12/5/2020,21,Tap Mun,71,17,6,7,70,23,2
12/5/2020,22,Tap Mun,74,17,6,7,55,26,2
12/5/2020,23,Tap Mun,74,18,3,4,44,27,1
12/5/2020,24,Tap Mun,75,19,5,7,41,28,2
